,med.train_20.csv
131,0.2675531617179685
132,0.20422475245543903
133,0.33718865289360067
134,0.28919801337687034
135,0.24835225608713118
136,0.36797569326438906
137,0.28197681856404777
138,0.27975782487941603
139,0.27743892168602313
140,0.30983329711877816
141,0.3268782997371168
142,0.2374180057023585
143,
144,0.24012460154555015
145,0.2354336550803593
146,0.3501282579165027
147,0.14739474904689054
148,0.2649369326631872
149,0.22503708304506675
150,0.25510048904070814
151,
152,0.273257472690803
153,0.2563562119763957
154,0.21735298036530626
155,0.3398445779494661
156,0.2961610821779018
157,
158,0.2809908053913782
159,0.2970299901605956
160,0.3536895096302817
161,0.24321577488025325
162,0.40099803058860306
163,0.26708178832051666
164,0.21522180549535785
165,0.26918758933364717
166,0.29973422267332295
167,0.3321750032163705
168,0.20981870714212714
169,0.23144645691669263
170,0.251753164175622
171,
172,
173,0.32251695615706144
174,0.40671030615348147
175,
176,0.24792545275343936
177,0.268851771488415
178,0.21032016149320865
179,0.2175490809518047
180,0.2831506485998371
181,0.20176867838255086
182,0.43077720181630974
183,0.3222241112803429
184,0.20972008357486405
185,0.2068794150464376
186,0.2350126805490247
187,0.3254673869637038
188,0.27456045253139216
189,0.3514636349271095
190,0.17921457667484997
191,0.2797679990103301
192,0.23313709390724713
193,0.18402543776036062
194,0.22335379927876076
195,0.25488594213775295
196,0.24825759576998996
197,0.38210239008324587
198,0.3726740497537355
199,0.24094219653873328
200,0.3160632554019819
201,0.4724351475382079
202,0.22170837106509433
203,0.2752786878553646
204,0.31369448077099227
205,0.28680938231102215
206,0.23321916434680412
207,0.23053646788656224
208,0.19371734204983393
209,0.3022424845334346
210,
211,0.35933933114458383
212,0.290200396279101
213,0.36682928067723675
214,0.20049524905164628
215,0.3498616142102431
216,0.31518510926714194
217,0.1629946484454532
218,0.2555225162854834
219,0.26771560466477595
220,0.26210372117895286
221,0.26461603940225553
222,0.2835616816638087
223,0.25294391622549706
224,0.25819173112012617
225,0.24747144871032567
226,0.23526139221174425
227,0.2932888470624643
228,0.3397998549157586
229,0.22182208419416138
230,
231,0.263942230757616
232,0.2705169510452977
233,0.14605370693590536
234,0.15012152107686694
235,0.33976196450941
236,0.2370437559043609
237,0.23422315071094446
238,0.28313062740533446
239,0.20474646722239176
240,0.14555443735910034
241,0.18640110452765923
242,0.22023623614104115
243,0.0454003496621419
244,0.2519469244644479
245,0.15452952413735133
246,
247,0.24797894016827637
248,0.5302314756807553
249,0.24080986539258042
250,0.3009145006618369
251,0.32479114989128677
252,0.319197672268108
253,
254,0.31056188862833944
255,0.26787627596440455
256,0.3795549285918727
257,0.229211957021207
258,0.24699692460819334
259,0.26497870541431334
260,0.22420183692239026
261,0.28417324541498334
262,0.4207284716801277
263,0.22500517759002892
264,0.2074375769511202
265,0.3692451148433712
266,0.25086801248222457
267,0.28027547485537685
268,0.24641805766859937
269,0.19694625245902153
270,0.24936557480055366
271,0.2740979698172247
272,0.3310986361958629
273,0.25848136709829583
274,0.3278904779850901
275,0.27061680148081435
276,
277,0.24363449066932164
278,0.251597172002639
279,0.14491825791894697
280,0.11937315447997754
281,0.2183794200437421
282,0.33572094110061035
283,0.25216736327907985
284,0.24360083633533258
285,0.2420731221875635
286,0.26349745095021126
287,0.25321686069449345
288,0.3559675543205617
289,0.353318613628789
290,0.3531451791724335
291,0.3009569341508931
292,0.19048123283100593
293,0.38874028692442353
294,0.30916144018404634
295,0.3087139560312271
296,0.29579341011249816
297,
298,0.28939009908195445
299,0.2024103549687586
300,0.21847101832706894
301,0.24659772526047785
302,0.3224049420596672
303,0.20450609827247967
304,0.30158744007386695
305,0.24430082191032942
306,0.22242297463209393
307,0.27496424449476153
308,0.2651468308516367
309,0.33281115421894913
310,0.15980709309551244
311,0.23845459383305567
312,
313,0.2939349996331926
314,0.2770783373352883
315,0.260427608192597
316,0.24638454403099308
317,0.18743102376943443
318,0.34249415418044726
319,0.2858848841486068
320,0.2515163509296363
321,0.326263441258817
322,0.24495607110591255
323,0.2818376094640942
324,0.2530892425255352
325,0.2932761357314979
326,0.2398326676206206
327,0.19147714521577985
328,0.263013590464513
329,
330,0.2886975856294003
331,
332,0.22812653801310545
333,0.25787758087817425
334,0.23039169481059107
335,0.23381102984868152
336,0.23511140283602316
337,0.24652755785232028
338,0.27100233311873556
339,0.20418143029059
340,0.27990133623359315
341,
342,0.3160570907314032
343,0.224812530054475
344,0.21631575808328196
345,0.2815311076082915
346,0.329512313817805
347,0.07366081235942568
348,0.22604963463440686
349,0.10695643874623328
350,0.31981005932742723
351,0.26900753629524254
352,0.42570309118353633
353,0.2544297582003393
354,0.24851043152951646
355,0.24916296676685856
356,0.27278871033431396
357,0.2594259361003891
358,0.24231865511974837
359,0.2728283199310898
360,0.24843574320367112
361,0.20586076761313943
362,0.27546387720962395
363,0.23108265683648366
364,0.24320989451489183
365,0.24845657292422607
366,0.25707254309371985
367,0.25198273533655635
368,0.3997531778763068
369,0.31987159817576005
370,0.2542803056889722
371,0.24403429396520948
372,0.20246416191829975
373,0.23123672777176985
374,0.23107019672975482
375,0.2838357660594534
376,0.2613449675867331
377,0.27623258162720143
378,0.3058527047080515
379,0.22144740287032227
380,0.27122181258052236
381,0.2551951946038108
382,0.2828566945135247
383,0.20484136829296218
384,0.23514997152176487
385,0.29963762501954017
386,0.11463924172581774
387,0.2188918988579155
388,0.2453935955015677
389,0.2725409267258809
390,0.28609997607138016
391,0.20231264796992143
392,0.21038970455607708
393,0.2601949925703968
394,0.20897683539575473
395,
396,0.2744143967367749
397,0.1949566457294788
398,0.25051745664934133
399,0.16796883602854118
400,0.25718075495092096
401,0.27775339012342026
402,0.23320244844586713
403,0.3067672199806083
404,0.22446538046618514
405,0.2500360922195496
406,0.22961451695877255
407,0.9245448984784925
408,0.2549291091556629
409,0.30160904338028816
410,0.24868095910641153
411,0.28614929129881583
412,0.2870170649045559
413,0.25085439024134115
414,0.36289680704487526
415,
416,0.17129134686240843
417,0.30297311669082594
418,0.4196792676175699
419,0.3640717345382999
420,0.42431145913696444
421,0.21987136642756067
422,0.3060819558701293
423,0.2910674124569783
424,0.4064695777429461
425,0.12604379975161062
426,0.26346107566075316
427,0.24455093859994792
428,0.1527186932870458
429,0.2445863643651035
430,0.23800196146686758
431,0.28186923924178
432,0.19253927924539038
433,0.3088424236068352
434,0.32513983658029955
435,0.2175854832259808
436,0.2164303807612965
437,0.4644689926489566
438,0.26104100247536977
439,0.30363419345231235
440,0.10616626924618189
441,0.34335891963924625
442,0.24665168427813955
443,0.33833972926348643
444,0.2487341175470642
445,0.1999239850448543
446,0.28153938345738105
447,0.2918724628081617
448,0.2376431778685535
449,0.17954889069133595
450,
451,0.17928641754801367
452,0.249675848154293
453,0.28024748732434657
454,0.2862802365882203
455,0.14668717138697585
456,0.2223444521414314
457,0.2220234362951471
458,0.24922851771056131
459,0.32376963810568404
460,0.2366568364729632
461,0.27555328984311955
462,0.23403723351210004
463,0.17031537272940145
464,0.15022121628849328
465,0.2400987199185225
466,0.406505695182367
467,0.23653156497942152
468,0.2565458779142642
469,0.22488377621286548
470,0.202319466060084
471,0.34749218923830294
472,0.25831819841653036
473,0.28337525549606213
474,0.25226313033273895
475,0.16705259223727664
476,0.2214818062905971
477,0.29894899850423107
478,0.242702520150336
479,0.2351165895924422
480,0.2668812872553854
481,0.1862188841531739
482,0.24949024804430042
483,0.3089199347083671
484,0.2909609445194693
485,0.22141846672010712
486,0.36843320268220225
487,0.23059212743390467
488,0.23105436938479185
489,0.16200633890468186
490,0.22326912954836897
491,0.2897534337956027
492,0.21579915902269653
493,0.43643357536966465
494,0.24068002284785128
495,
496,0.2699268405491687
497,0.24409335916054486
498,0.3260650435978173
499,0.2410192382955807
500,0.21880067201675413
501,0.21910977706102464
502,0.26405364295123046
503,0.23095642784861092
504,0.19531222459040476
505,0.22316232027297334
506,0.255801143223377
507,0.23590241425382474
508,0.34807572080930427
509,0.25709604166410316
510,0.24212019885447855
511,0.2622445469744352
512,0.22346741866207687
513,0.2568814476404776
514,0.27036921125343516
515,0.24743863848989067
516,0.39975362422094685
517,0.25024586868820675
518,0.1892192892204798
519,0.2620121844295785
520,0.19052607271464705
521,0.22026824263690303
522,0.25319950227007004
523,
524,0.27681900266548254
525,0.26043675563031476
526,0.21556619470285376
527,0.33020569076977824
528,0.13814793075541176
529,0.3178395148141845
530,0.2201368375232361
531,0.2579726770762647
532,0.25295892576677403
533,0.2470959087522564
534,
535,
536,0.2790770925902152
537,
538,0.4503242533699213
539,0.30237227313891046
540,0.2822565002326375
541,0.22245676572958728
542,0.35241640125284746
543,0.30954813789931557
544,0.3469957138292158
545,0.32074702827384816
546,0.39433118504130893
547,0.2171272839750742
548,0.33211030135552133
549,
550,0.27329891646569016
551,0.2858815651394996
552,0.2157644712962925
553,0.279223003691386
554,0.26547205691285525
555,
556,0.23703164601850757
557,0.2697472585006806
558,0.22844995567220094
559,
560,0.29350140731872243
561,0.31657309337659545
562,0.25995765914649127
563,0.18535625845798498
564,0.23150028383743304
565,0.1647888513530592
566,0.2559902066098263
567,0.2733203220451518
568,0.4161480291989055
569,0.2648149311750927
570,0.375983416992388
571,0.3251911657922054
572,0.305961363678266
573,0.22982864171645068
574,0.27207657650697414
575,0.2117470205084352
576,0.3304306279174648
577,0.24174985438955232
578,0.26053955911714977
579,0.27784978780539404
580,0.10696224537659038
581,0.23813445803272326
582,0.4396185676047296
583,0.25232482917574206
584,0.5362964861969712
585,0.3159146345374958
586,0.22906025460152124
587,0.4177922024345394
588,0.22775818146414095
589,0.3236210811063843
590,0.1972858531918138
591,0.2159651476777812
592,0.2230887337328301
593,0.26042339470373643
594,0.2626268003579093
595,0.2446055243404005
596,0.3291953675383802
597,0.28991588407232183
598,0.24329271705915023
599,0.3183681303827278
600,0.3203763146466587
601,0.25635537274419906
602,0.20343805633188994
603,0.28572685082764826
604,0.22695172537087527
605,0.3013190818879815
606,0.225556496818887
607,0.3205911260773021
608,0.2722734067892393
609,0.2844802823398642
610,0.18552195465831678
611,0.239047460083314
612,0.1983459812867212
613,0.2995990146021097
614,0.3414695391166759
615,0.3497235634801762
616,0.2758561441688798
617,0.27629215245204286
618,0.2168992515581616
619,0.27027000137299173
620,0.43917652786603834
621,0.4088918189631666
622,0.3023108522262168
623,0.278840877913357
624,0.21454537262983953
625,0.2742866353088248
626,0.34672968857774766
627,0.21651386899398262
628,0.22738486081289278
629,0.21518010080814176
630,0.2964167974559323
631,0.3234558583299072
632,0.21373304088007294
633,
634,0.24378951114647596
635,0.21465690851276464
636,0.2950422993368256
637,0.24858434481270875
638,0.4318107007233224
639,0.26234886812137803
640,0.5209304167505615
641,0.41778404845501504
642,0.2841407131672564
643,0.10208485873889894
644,0.2233493772236208
645,0.26085002605410457
646,0.3052247271149857
647,0.2555723188351524
648,0.20551435964030618
649,0.25242738595226966
650,0.23479611808419387
651,0.5974498141376363
652,0.17351323542431074
653,0.2915169974348889
654,
655,0.2705654980876794
656,0.2197425372047208
657,0.22611093837862517
658,0.23403468320912812
659,0.6974227247731566
660,0.22950106152594996
661,0.20830431674455596
662,0.2682379923039365
663,0.25057556783681845
664,0.31380686558273807
665,0.2822147107201852
666,0.17847117803393642
667,0.31343574173204536
668,0.019518390534626007
669,0.2769690900847547
670,0.21782514085675297
671,0.26571924709234807
672,0.3764739582323172
673,0.14314368239228958
674,0.23539610829781332
675,0.2782274548542212
676,0.4387316427490633
677,0.15914589885772445
678,0.25086631232130685
679,0.3810970462448052
680,0.21848866784816856
681,0.34326005966789985
682,0.2672718582068002
683,0.22096842211892664
684,0.2824108406016278
685,0.2883322468206808
686,0.2537748248029771
687,0.23088007054960957
688,0.363613388509039
689,0.1304988530175808
690,0.14751634477524322
691,0.23831833947042902
692,0.3995309646198797
693,0.15676860423678962
694,0.28317447767316617
695,0.2536321528871812
696,0.23553598168111956
697,0.23958068531158005
698,0.23658429729596575
699,0.22931276596021455
700,0.25162524202861514
701,0.23076024066341072
702,0.2541966994797451
703,0.2305602262420957
704,0.22026985290651147
705,0.2004958897258159
706,0.2806723224338431
707,0.28262434376238965
708,0.1901609878188668
709,0.20425595305631883
710,0.22835547635526698
711,0.4620738156572578
712,0.24556126275906554
713,0.2169068300318191
714,0.2284223385984374
715,0.2740918245062429
716,0.35313636003112003
717,0.2416047246369445
718,0.33227842216171266
719,0.27533644685734826
720,0.270266027673315
721,0.3069046080591814
722,0.26087979980138165
723,0.2358032790126222
724,0.2869144052441712
725,0.2737069442092145
726,0.27433387110147267
727,0.1949150116044942
728,0.24483083828094332
729,0.25973517685951597
730,0.2340717831034902
731,
732,0.42178118373972706
733,0.2441347282986508
734,0.20964827373964046
735,0.3380394372047888
736,0.21652037993232254
737,0.24674445173364856
738,0.2627607283460992
739,0.23543757532488052
740,0.3473807879634847
741,0.2794361257942053
742,0.22697485268656925
743,
744,0.2625455433208036
745,0.29815317000206176
746,0.19568681711401303
747,0.20544166114319395
748,0.34830262677843116
749,0.20728087071256163
750,0.22508622488056296
751,0.2794768943789323
752,0.2483022296830525
753,0.20991560879805526
754,0.32175130269089813
755,0.2549975060584919
756,0.40035398735658845
757,0.23243726084985994
758,0.2927154081466573
759,0.41631633262499645
760,0.30491473836656546
761,
762,0.25314152432223425
763,
764,0.2933997834571035
765,0.3393505981659787
766,0.41759522948190064
767,0.17672260845078036
768,0.3085294717162226
769,
770,0.2133662637877085
771,0.23881669716538134
772,0.2587414954448386
773,0.41810020623061606
774,0.19492895890394457
775,0.19602034129970314
776,0.24204264618156757
777,0.21935642575145087
778,0.24051854544298312
779,0.21336205920229234
780,0.2356755794298806
781,0.37737566720362004
782,0.2726878003679788
783,
784,0.19466321685181187
785,0.28592315533865453
786,0.29038503453165154
787,0.19490539060593148
788,0.22918672449775002
789,0.2900840030493298
790,0.22400439024261298
791,0.29944559036914764
792,0.2296728099935903
793,0.26674567279668504
794,0.4716963089188472
795,0.199784832225804
796,0.29965809722341075
797,
798,0.2524893042127434
799,0.321693971485178
800,0.23646563740850868
801,0.5453660750287099
802,0.3236345186845928
803,0.34148531301851803
804,0.33443692760689725
805,0.20043722408151265
806,0.25025182152139547
807,0.14143282217239017
808,0.2548597035844682
809,0.3518503359531091
810,0.22264056875945304
811,0.2091429697109518
812,0.273520498188065
813,0.2558580435176371
814,0.3511643863244317
815,0.20837510161586448
816,0.24272832310602266
817,0.3371291965279237
818,0.21516916539442588
819,0.3602575687292665
820,0.2300345744746144
821,0.43969124855811537
822,0.20433183876222183
823,0.2743939429740001
824,0.18650068096748484
825,0.21777233930383055
826,0.2799533807568241
827,0.2579407808359543
828,0.27358141925749657
829,0.20795857199710055
830,0.2617263305433496
831,0.37593235741236464
832,0.22247139637601399
833,0.33572397540435295
834,0.24695402623378493
835,0.19858909810679892
836,0.22403361174857794
837,0.1068039987686662
838,0.22413549757581508
839,0.25033641998770084
840,0.24605440689774605
841,0.2177596510423342
842,0.20775596160974386
843,0.26287195105880523
844,0.31702249552709394
845,0.2997069251563471
846,0.052366459933189224
847,0.24436302064519266
848,0.2529391831653667
849,
850,0.23926904810638594
851,
852,0.2747040029028115
853,0.24597038730863707
854,0.2913909509942749
855,0.22916490226402175
856,0.2402021371591695
857,0.22906559345309563
858,0.35807078469430165
859,0.29904623638924244
860,0.2546897731822091
861,0.3658945714372077
862,0.20173130600177414
863,0.25859477436474154
864,0.2241348238805162
865,
866,0.1981745284380062
867,0.2168543464856556
868,0.23160086207322383
869,0.21070843912056048
870,0.2746489284842404
871,0.2011006365048127
872,0.24270440568692098
873,0.26688991848070986
874,0.29336434328113425
875,0.24709781386856344
876,0.25510901994797075
877,0.15453845609144523
878,0.2920665806623317
879,0.1927051164868081
880,
881,0.2123954455328917
882,0.2709314724648906
883,0.22527561010945163
884,0.36795377410888974
885,0.24995065516875137
886,0.2589055298141554
887,0.23112153782823253
888,0.40708081981429045
889,0.22918508931462978
890,0.2514584621928885
891,0.24904107597693437
892,0.3043974039002548
893,0.264952429978639
894,0.26310641567747006
895,0.2772458181008062
896,0.267011181486816
897,0.26368413545693203
898,0.2686901569877017
899,0.29671846296436677
900,0.27824335232270436
901,0.4022984322905877
902,0.20670802646507924
903,0.3225169561570618
904,0.2531030679860037
905,0.2241544027300123
906,0.21653155735110807
907,0.2411635773977252
908,
909,0.1812847185636869
910,0.21358774670806868
911,0.2874000390708167
912,0.19539004668050453
913,0.32822760081181834
914,0.2515690550908726
915,0.2529287202880379
916,0.21787921315499903
917,0.2869107631428013
918,0.1787899417008143
919,0.17927050219885143
920,0.2994735875608808
921,0.22802031885516327
922,0.4228201685611963
923,0.39679853139060595
924,0.2165821287310954
925,0.21938353094542007
926,0.23536896903947468
927,0.47497146697803017
928,0.2358811593287241
929,0.26310336563962977
930,0.16701679752277632
931,0.23559980191634777
932,0.23694255066108094
933,0.24122196922613015
934,0.26253235692451327
935,
936,0.33946963995537405
937,0.1962971652904939
938,0.23203839636792123
939,0.2969978999621805
940,0.25464582117038437
941,0.31823646697259256
942,0.218495671385459
943,0.3376522587107067
944,0.25026529148348275
945,0.2728546595269278
946,0.33017752070974016
947,0.27840476592478935
948,0.27392967092240694
949,0.25469360541964403
950,0.23353958138690445
951,0.24488508818130617
952,0.19984939685259684
953,0.2376945045719654
954,0.24906633029122993
955,0.21891240769729514
956,0.3608403971828682
957,0.19655012733424404
958,0.22766026054841004
959,0.2278405329516382
960,0.38130962177055916
961,0.2834979115647698
962,0.2387069145330638
963,
964,0.2335964008115493
965,0.23636919480270557
966,0.24147161734445732
967,0.2578573806440838
968,0.24660709404291947
969,0.354519990261952
970,0.24779317440720394
971,0.3069328863889117
972,0.2029861714637089
973,0.24918030244776734
974,0.18430232187625473
975,0.30709661508900754
976,0.19752002564843918
977,0.22086736480963676
978,0.3160972180740331
979,0.3882455798256039
980,0.4080789615152598
981,0.2269282991219922
982,0.2311106282801535
983,0.27883862747016275
984,0.29718801474373413
985,0.2878793763396831
986,0.4096091157664069
987,
988,0.2491291565242605
989,0.188924919737523
990,0.2638968462212624
991,0.35182903961070633
992,0.24885677207667978
993,0.2288238635806017
994,0.21987784841367086
995,0.27735015572600497
996,0.2696199556970226
997,0.27063798233054637
998,0.23599871988921606
999,0.2889588457821298
1000,0.2502683171729787
1001,0.2787894883821951
1002,0.2491448713536355
1003,0.0676371097157441
1004,0.26824438494444547
1005,0.228775713660074
1006,0.2176153692167727
1007,0.2034577580047915
1008,0.3082716874151078
1009,0.34069702678131397
1010,0.3092369543821384
1011,0.2553480445677673
1012,0.17566627741280072
1013,
1014,0.26249804474167016
1015,0.3173613501206519
1016,0.2497653983178293
1017,
1018,0.2760362521727924
1019,0.3014109140788277
1020,0.3498836538552702
1021,0.11994581350300548
1022,0.28688574140396617
1023,0.21920180596303962
1024,0.2443838561875069
1025,0.2949541794336755
1026,0.29048397121667613
1027,0.24548579284811511
1028,0.20317054109028054
1029,0.20617664316330886
1030,0.20313496721969315
1031,0.2693860921702622
1032,
1033,0.18195112552213621
1034,0.20183212367615544
1035,0.1070400190651386
1036,0.3102310021863637
1037,0.3569736173470427
1038,0.2577806479159489
1039,0.14936286375247887
1040,0.17946547223308285
1041,0.30038797943074613
1042,0.2401357433692568
1043,0.188236120797739
1044,0.2745493987283212
1045,0.21179683242978098
1046,0.27134739572695477
1047,0.26443412834198
1048,0.25110318782175267
1049,0.328449062682973
1050,0.3020157115603779
1051,0.31274475408448577
1052,0.228580770605337
1053,0.21822126934261188
1054,0.26037638038583144
1055,0.2247656016075943
1056,0.3268951141829213
1057,0.3197803197349689
1058,0.2533777578565052
1059,0.22185721690865
1060,0.254800036458972
1061,0.2442986114701794
1062,0.2584574524633081
1063,0.25487666085593685
1064,0.2252150116242001
1065,0.2521034194334123
1066,0.2465079658915713
1067,0.26690860443824793
1068,0.22575892009572585
1069,0.23700502855952255
1070,0.21176079252106883
1071,0.24215888702661426
1072,0.2487644124747158
1073,0.26556570465192164
1074,0.2904169304927089
1075,0.40712610945076877
1076,0.2101505126764499
1077,0.19496591103689276
1078,0.2601627069610264
1079,0.21757754300553522
1080,0.35561347675075494
1081,0.33075074620222344
1082,0.2827953584931593
1083,0.27198847614224175
1084,
1085,0.24086293939226
1086,0.2304114108969788
1087,0.24744462755426733
1088,0.2624394147165764
1089,0.23520956992114428
1090,0.25595661362350886
1091,0.2630543394983652
1092,0.233670361743884
1093,0.25134490368423756
1094,0.21274165878183082
1095,0.3215819865688391
1096,0.21854992802358852
1097,0.1705331185521377
1098,0.26111625023402485
1099,0.2011056209552039
1100,0.2089819175590798
1101,0.4236972839535963
1102,0.23323368299443437
1103,0.13909498323618485
1104,0.2454998765409666
1105,0.20842008096184061
1106,0.245144988772788
1107,0.20679845727072066
1108,0.09076708665772493
1109,0.2885933478318049
1110,0.2844593559735499
1111,0.31466284989588866
1112,0.2532686193767608
1113,
1114,0.319368181684754
1115,0.19383486601484046
1116,0.20288559008277784
1117,0.25906082660161167
1118,0.24790015227147955
1119,0.29855413055807245
1120,0.20356100266043553
1121,0.21869903716696415
1122,0.2788711882703053
1123,0.22466471870330995
1124,0.2526064784772908
1125,0.23519050159898292
1126,0.2624143126903661
1127,0.23916430992074866
1128,0.252786582935556
1129,0.22951926248075993
1130,0.3066309311229559
1131,0.1517212474764873
1132,0.29975286296039483
1133,0.47168398978633486
1134,
1135,0.24674733014513783
1136,
1137,0.24382708727019164
1138,0.22790978055652766
1139,0.34103706812124257
1140,0.20151462647471052
1141,0.36425175522661324
1142,0.23335207896733157
1143,0.2468571711526738
1144,0.24991487735238493
1145,0.24865959432173768
1146,0.3360807730964537
1147,0.29200915730580557
1148,0.2641079280964631
1149,0.3007708555835573
1150,
1151,0.2582868395917375
1152,0.16884938254753445
1153,0.47712988144193547
1154,0.27144336345065434
1155,0.20900024658503424
1156,0.1935779454272314
1157,0.3219166092967236
1158,0.27147847653217605
1159,0.23047285644911075
1160,0.21275144745989016
1161,0.3102106100851383
1162,0.33522062303233846
1163,0.26865505815582413
1164,0.25452771157443643
1165,0.19534281232769646
1166,0.2292893882325917
1167,0.290691497751414
1168,0.31367210627051156
1169,0.2608149244847676
1170,0.2514115628680851
1171,0.2622023885296195
1172,0.22523787997225464
1173,0.23582766902699115
1174,0.23167920444139745
1175,0.22103468962995287
1176,0.1730653353753291
1177,0.23088469932910094
1178,0.26771236889241545
1179,0.3391169218311142
1180,0.21449129042377335
1181,0.20933411505440835
1182,0.3065636699762835
1183,0.25214395365180464
1184,0.23031397080911398
1185,0.2579677032573755
1186,0.3124172391264325
1187,0.2322886702002368
1188,0.2542071768443571
1189,0.23539142074337716
1190,0.327776297835664
1191,0.16121309404558926
1192,0.2573706103317128
1193,0.2554960309182289
1194,0.22065316433430593
1195,0.2520978929034958
1196,0.20211886711465543
1197,0.24598585885057989
1198,0.2803147604693569
1199,0.29161731178238515
1200,0.24603761400159274
1201,0.2580831415592776
1202,0.309667956271962
1203,0.2421228487591598
1204,0.38850957981717216
1205,0.3352491238420515
1206,0.29680533041511625
1207,0.4744931575397151
1208,0.15001570456885516
1209,0.24087190132248615
1210,0.26053326674344623
1211,0.3096037736537185
1212,0.23817886755040174
1213,0.3162998786422714
1214,0.20692857256312436
1215,0.20598748293509428
1216,0.252418624498845
1217,0.2947277414525694
1218,0.33519233125761816
1219,0.379488331898858
1220,0.18901493670707104
1221,0.4005669401729539
1222,0.20230562803375052
1223,0.28719077726387865
1224,0.23867202749233252
1225,
1226,0.24790987621768212
1227,0.2422634070087143
1228,0.2086686889961119
1229,0.31023179823044544
1230,0.22454453692985832
1231,0.23250730330071379
1232,0.2681687286934562
1233,0.24814765509186532
1234,0.3043058500594833
1235,0.3015581428021413
1236,0.2581360419296491
1237,0.09388869682523426
1238,0.3995520531734644
1239,0.20132934046562323
1240,0.3415265452097108
1241,0.1976903839711801
1242,0.27328176552341865
1243,0.2256257848434262
1244,0.2152183011559623
1245,0.296231260689788
1246,0.2491041241442784
1247,0.28136967110030664
1248,0.2595170832082484
1249,0.2277440915486244
1250,0.3092717151689861
1251,0.2742839807909774
1252,0.21333304160101563
1253,0.23870099766206765
1254,0.3012751759188751
1255,0.2685156045188386
1256,0.26507095358614974
1257,0.24571896341061694
1258,0.2441388841176313
1259,0.3278913822084174
1260,0.27944748954937615
1261,0.1912081861090209
1262,0.22571538933806445
1263,0.2512760783980341
1264,0.2529912129298081
1265,0.3585477599262358
1266,0.22655548734646624
1267,0.2096184153451317
1268,0.22725580576819848
1269,0.2523403030973418
1270,0.30817556530606083
1271,0.24189220509222964
1272,0.2501070040734876
1273,0.19568817671806205
1274,0.2583750179908829
1275,0.21322282232618406
1276,0.24110699716781636
1277,0.23619133884160437
1278,
1279,0.25834756127952385
1280,0.2661069609644343
1281,0.23340120462485092
1282,0.23267142983803812
1283,0.37232092917120674
1284,0.21221417024834477
1285,
1286,0.2221090495883712
1287,0.20360123025743893
1288,0.24395095389959032
1289,0.23287650411177108
1290,0.27446832448497893
1291,0.2663597137970142
1292,0.2577467724814797
